Latitude,Longitude,Road_Surface_Friction,Traffic_Density,HCV_Ratio,Speed_Limit_Breaches,Rash_Driving_Incidents,Accident_Risk_Label,Hour,Weather_Fine,Weather_Heavy Rain,Weather_Mist/Fog,Road_Curvature_Slight Curve,Road_Curvature_Straight,Lighting_Dusk,Lighting_Night-Lit,Lighting_Night-Unlit,Surface_Condition_Severe Potholes,Surface_Condition_Smooth,Historical_Accident_Cause_Potholes,Historical_Accident_Cause_Speeding,News_Sentiment_Neutral,News_Sentiment_Positive (Safe)
19.19441162700097,72.8607219818458,1.7123369070086658,-1.5802563361869197,-1.2534750081588881,-1.2993791919344917,1.1282182208629452,1,0.8104209255200193,True,False,False,False,False,False,True,False,False,False,False,False,False,True
19.21850041986905,72.92491010676993,0.029987366268486935,-1.1715713469241473,-0.5823294496515411,-0.25824704498366857,-0.6116510379279333,1,0.3772723816824889,True,False,False,False,False,False,False,False,False,False,False,False,False,True
19.113637263011118,72.86099410804975,-1.6058342398138028,0.44774653506042256,-0.2873482662664276,0.7828851019671546,1.476192072621121,0,-0.9221732498301023,True,False,False,True,False,False,False,False,False,True,True,False,False,True
19.1047790842593,72.97535327297106,0.45267977546793914,1.2651165135859674,1.0524142674874495,1.0605203411540407,-1.3075987414442847,1,1.5323351652492365,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18.93369472995927,72.961036202525,0.804293041122623,0.13159399619676845,-0.4996333611509968,0.2276146235933822,-0.26367718616975755,0,-1.499704641613476,True,False,False,True,False,False,False,True,False,True,False,True,True,False
19.203297182907065,72.89453702648132,1.3485366958747154,0.22412644659588674,0.09273830549648361,-0.952335142950884,1.1282182208629452,0,1.67671801319508,True,False,False,True,False,False,False,False,False,False,False,False,False,False
19.14055263581108,72.93784644840916,0.47420691308508633,-0.6240876820626975,-0.2610781119020226,0.2276146235933822,-0.26367718616975755,0,-0.9221732498301023,False,True,False,False,True,False,False,True,False,False,False,False,True,False
19.118473763459782,72.88919502925106,-1.6492187632479507,1.450181414384204,-0.6636482273267656,0.713476292170433,0.6062574432256818,1,0.5216552296283323,True,False,False,False,True,False,False,True,False,False,False,False,False,True
19.15651041018505,72.82858910577701,-1.301953813492372,1.5427138647833223,1.5214919501842252,0.6440674823737115,-1.6555725932024603,1,-0.05587616215504149,True,False,False,False,True,True,False,False,False,True,False,False,True,False
19.10521493133136,72.94394094763894,-1.1582664422620619,-0.11515920486754697,1.0068524398029413,1.1993379607474837,-0.7856379638070211,1,-1.2109389457217892,False,True,False,False,True,False,False,False,False,True,False,False,True,False
19.200569998568923,72.93237534620005,-0.9850574749079614,0.17014918386306774,-1.1371839538652802,-0.25824704498366857,1.1282182208629452,1,-1.3553217936676327,True,False,False,False,True,False,False,True,True,False,False,True,True,False
19.161966246241725,72.8905358239251,1.0527976345386163,-1.4800128482545416,0.17279232600205763,-0.5358822841705547,1.1282182208629452,1,0.5216552296283323,True,False,False,True,False,False,False,False,True,False,False,False,True,False
19.04558494310025,72.97420767084411,-0.643985646097344,0.7716101114573365,1.0057617207504428,-0.25824704498366857,-0.9596248896861089,1,-0.9221732498301023,True,False,False,False,True,False,False,False,False,True,False,False,True,False
19.079299006709533,72.84137801984248,-0.6349747458815509,0.20099333399610717,0.25918296329106894,-0.46647347437383324,1.1282182208629452,1,0.8104209255200193,False,False,True,False,True,False,True,False,False,True,False,False,True,False
18.97964533864672,72.97455062141375,0.8997826293225181,0.9489639747223132,-0.037046698060130064,0.5746586725769899,1.3022051467420332,0,0.3772723816824889,True,False,False,False,True,True,False,False,False,True,False,False,False,True
18.98797444021434,72.93781950600507,-0.28844723732456495,0.25497059672892614,-1.489493541060677,-1.1605615723410487,1.476192072621121,1,-1.6440874895593196,True,False,False,True,False,False,False,False,False,True,False,False,False,False
19.07340248747122,72.98569278200443,-1.4927654364244205,0.6173893607921395,-1.3723689206992866,-1.0911527625443271,1.476192072621121,0,0.5216552296283323,True,False,False,False,False,False,False,False,False,False,False,False,True,False
18.99094464815564,72.93284741145638,0.30952666492125297,0.9489639747223132,-0.893043272510086,-0.46647347437383324,1.3022051467420332,0,0.3772723816824889,False,False,True,False,False,False,False,True,False,False,False,False,True,False
19.223602256307505,72.86851721475493,-1.2662071060907218,0.4554575725936824,0.030517649513128915,0.852293911763876,0.7802443691047696,0,1.2435694693575496,True,False,False,False,True,False,False,True,False,True,False,True,True,False
19.233461576092225,72.97577669375943,0.2629111700272713,0.9489639747223132,1.6626781384039755,-1.1605615723410487,-1.3075987414442847,1,-0.3446418580467284,False,False,True,False,False,False,True,False,False,False,False,False,False,True
19.203029382099984,72.87403655481806,0.9830629681265329,-0.3542013683986025,1.0254140250726285,0.15820581379666065,0.6062574432256818,0,1.3879523173033932,True,False,False,True,False,True,False,False,False,True,False,True,False,False
19.13721251101932,72.94183391748778,1.5019544545372618,-0.13058127993406668,-1.35864653909164,0.29702343339010373,-1.6555725932024603,0,-1.6440874895593196,True,False,False,False,True,True,False,False,False,True,False,False,False,True
19.18945322752822,72.95880837286944,-1.4844096720644304,-0.9016850332600523,0.732641837818724,-0.050020615593503966,1.1282182208629452,1,-1.0665560977759456,False,True,False,True,False,True,False,False,False,True,False,False,False,True
18.923619261302992,72.92877153748576,-0.6640467046539106,0.7947432240571161,1.053673398532741,-0.5358822841705547,-1.6555725932024603,0,-0.9221732498301023,True,False,False,True,False,False,False,False,False,True,False,False,False,False
18.9215715822617,72.95613978355023,0.5426966222930861,-0.6549318321957369,-0.31090805601756116,0.019388194203217572,1.1282182208629452,0,1.0991866214117063,True,False,False,False,True,True,False,False,False,False,False,False,True,False
19.18374160121862,72.92890642951883,-0.6242726357280284,-0.48528900646402007,-0.6006110533804055,-0.46647347437383324,-1.1336118155651969,0,-1.0665560977759456,True,False,False,True,False,False,True,False,False,True,False,False,False,False
19.21646574607584,72.8636981816271,-0.15482482694879976,-1.079038896525029,0.2758012138703289,0.08879700399993912,-1.6555725932024603,0,-0.7777904018842587,True,False,False,False,True,False,True,False,False,True,False,False,True,False
19.194955563052467,72.98161383378562,-1.6470242907248611,-0.6703539072622566,0.05034488252134584,0.713476292170433,1.6501789985002089,0,0.6660380775741758,True,False,False,True,False,False,False,False,False,True,False,False,True,False
19.23091763007221,72.97005329339083,0.6847852970606294,0.8101652991236358,-0.824250511832075,-1.5076056213246563,-1.3075987414442847,1,-0.05587616215504149,False,False,False,False,False,False,False,False,True,False,False,False,False,True
19.080996282159568,72.91189428259288,1.34194461542565,-0.5007110815305398,-0.3690632808616921,1.615790819527813,-1.3075987414442847,1,-0.48902470599257186,False,True,False,False,False,False,False,False,True,False,False,True,True,False
19.16263072141629,72.9505090922932,1.6659827777751657,-1.5494121860538803,0.13742545489509042,0.019388194203217572,0.258283591467506,1,0.3772723816824889,True,False,False,False,False,False,False,True,False,False,False,False,False,True
19.19520051134569,72.87723313134764,1.1592981222079395,-0.7166201324618158,0.2596458288582534,1.3381555803409269,0.08429666558841817,1,-1.0665560977759456,False,True,False,True,False,False,False,False,False,True,False,False,False,False
19.04432426713014,72.96950621878682,-1.606561210202816,1.0029412374551323,0.09372669177393479,-1.5770144311213778,-0.9596248896861089,1,1.3879523173033932,True,False,False,False,True,False,True,False,False,True,False,True,True,False
19.03889756199656,72.9665596277492,0.5405843215171509,-0.863129845593753,1.1764080526526834,0.713476292170433,0.4322705173465939,0,-0.20025901010088495,True,False,False,False,False,False,False,False,False,True,False,False,True,False
19.12318228512234,72.87086618350294,-0.0002717615426758407,-0.3542013683986025,-1.6283403497029507,-1.2993791919344917,0.258283591467506,0,0.9548037734658628,True,False,False,False,True,False,False,True,False,True,False,False,False,True
19.23670641850048,72.93754648992912,1.5310614450641513,1.3268048138520463,-0.5908433801370685,-1.0911527625443271,-1.4815856673233725,1,-0.6334075539384153,True,False,False,False,False,False,False,False,False,True,False,False,False,False
18.96773514989056,72.86785436453195,1.4072468256323583,1.0414964251214316,0.8448308140269963,1.3381555803409269,1.6501789985002089,1,0.8104209255200193,True,False,False,False,False,False,False,True,False,True,False,False,False,False
18.96677723951279,72.97026850239486,1.704718407706372,1.018363312521652,0.5071330133045931,-1.5076056213246563,-1.6555725932024603,0,1.67671801319508,False,True,False,True,False,False,False,True,False,True,False,False,True,False
18.942540066151903,72.92617172822145,1.2680300577051744,-0.6163766445294376,1.424931502988329,-1.2993791919344917,-0.26367718616975755,1,1.0991866214117063,False,False,True,False,False,False,False,True,False,False,False,False,False,False
19.09782810064631,72.85340197631437,0.17713256140761258,1.0260743500549119,0.2875315700823483,-0.25824704498366857,-1.3075987414442847,0,-0.05587616215504149,True,False,False,False,True,False,False,False,False,False,False,False,False,False
19.085736405382114,72.88783861000977,0.7588958507439114,1.5735580149163617,0.46018404202763374,0.29702343339010373,1.6501789985002089,0,-0.9221732498301023,True,False,False,False,True,False,False,False,False,False,False,False,True,False
18.92604362263698,72.95493375131358,1.623798693328875,-0.0920260922677674,0.6902372346242744,-0.25824704498366857,-0.7856379638070211,0,0.8104209255200193,True,False,False,False,False,False,True,False,False,True,False,False,False,True
19.245398842427296,72.93818847058881,0.28525408661391033,-1.1561492718576276,-1.0963794618205296,0.2276146235933822,0.08429666558841817,0,1.2435694693575496,False,True,False,False,True,True,False,False,False,True,False,False,True,False
18.963942079829955,72.84027799183775,1.1920062631202757,-1.0173505962589502,0.856576576443181,-1.0217439527476055,1.6501789985002089,0,1.0991866214117063,True,False,False,False,True,False,False,False,False,True,False,False,True,False
19.055208463989192,72.97045476086653,1.5460008758764612,1.6815125403819997,-0.7048226761119476,-0.6746999037639978,1.6501789985002089,1,1.0991866214117063,True,False,False,False,True,False,True,False,True,False,False,False,True,False
19.154911555375456,72.94807215654575,0.25901012679572316,-0.06889297966798782,-0.2756476658141268,1.2687467705442053,0.08429666558841817,0,1.3879523173033932,False,True,False,False,True,True,False,False,False,True,False,False,False,False
19.133017784561584,72.8566644262649,-1.1654889608546097,1.0492074626546914,-1.6894337061273417,-1.3687880017312133,0.7802443691047696,1,1.3879523173033932,True,False,False,False,True,False,True,False,False,True,False,False,False,True
19.091676877860237,72.88501935108255,-1.1779230215756638,1.0877626503209907,1.1676545888008332,0.7828851019671546,-0.7856379638070211,1,-0.6334075539384153,True,False,False,False,False,True,False,False,False,True,False,True,False,False
19.18024200521696,72.96004483819392,-1.317283763678092,-1.348925210189124,1.5462543951939338,-0.8829263331541625,-0.4376641120488454,0,-1.6440874895593196,True,False,False,False,True,False,True,False,False,True,False,False,False,False
19.044638239687863,72.84772877876509,-0.06722683412687237,0.36292512219456413,-1.5303696949178733,0.5052498627802684,-0.26367718616975755,1,-0.6334075539384153,True,False,False,False,True,False,False,False,False,True,False,False,False,False
18.95186197092231,72.88625168007147,-0.054004852231264874,1.6738015028487399,0.4500214356312533,1.47697319993437,1.3022051467420332,1,1.2435694693575496,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19.20948265095019,72.93525064832089,0.4211806630821372,-0.40046759359816164,1.5713473804871454,-1.22997038213777,-0.7856379638070211,0,-0.7777904018842587,True,False,False,True,False,False,False,True,False,True,False,False,True,False
19.20991931583744,72.87169679265077,-0.04454739102490085,0.6636555859916986,0.35255541046013283,-1.0217439527476055,1.1282182208629452,1,0.3772723816824889,True,False,False,False,True,False,True,False,False,True,False,True,False,False
19.220490547795787,72.8880371991332,1.6528084623158152,-1.4954349233210613,1.0105520140590276,0.5052498627802684,0.9542312949838574,0,-0.6334075539384153,True,False,False,True,False,False,False,False,False,True,False,False,False,True
19.201017980095116,72.89034091721174,-0.7078698659689917,1.0260743500549119,-1.3308258160064323,0.5052498627802684,1.476192072621121,1,0.5216552296283323,True,False,False,True,False,False,False,False,False,True,False,True,True,False
19.119869321035456,72.96502199874152,1.3091752957682914,1.4578924519174639,-0.8943856542308067,1.2687467705442053,0.9542312949838574,0,0.8104209255200193,True,False,False,False,False,True,False,False,False,True,False,False,True,False
19.02949818997896,72.92726050191115,-1.3691784304157426,-0.7320422075283355,-0.5469270157217011,1.5463820097310914,0.4322705173465939,1,0.23288953373664545,True,False,False,True,False,False,True,False,False,True,False,False,True,False
18.999863062148968,72.84046262020422,0.3676697315388686,1.5272917897168026,1.6415656654757396,0.9911115313573191,0.258283591467506,1,1.3879523173033932,False,True,False,True,False,False,False,False,False,False,False,False,True,False
18.99474865871549,72.91669408281699,0.528365302062698,0.370636159727824,0.9548504748858353,0.08879700399993912,-0.26367718616975755,0,0.3772723816824889,True,False,False,True,False,False,False,True,False,True,False,True,False,True
19.16555749498681,72.84393035814847,0.9574113227710711,-1.6959218991858176,1.3126407895575507,1.4075643901376484,-0.7856379638070211,1,-0.3446418580467284,True,False,False,False,False,False,True,False,False,True,False,False,False,False
19.231112574411178,72.97563207641919,0.025224012222435026,0.0005063581313508837,-0.060132082109194886,0.9217027215605976,-1.1336118155651969,1,0.5216552296283323,True,False,False,False,True,False,False,False,False,True,False,True,True,False
18.94661448107452,72.9072855368227,-1.0336567536322496,0.21641540906262688,0.7310780859259729,-0.5358822841705547,-0.7856379638070211,0,0.5216552296283323,True,False,False,False,False,False,False,False,False,False,False,False,True,False
19.180372613015003,72.96952090173129,-0.43886350322988366,0.424613422460643,0.7819116256464523,1.3381555803409269,1.1282182208629452,1,-0.20025901010088495,True,False,False,False,False,False,False,True,False,False,False,True,True,False
19.0443010799643,72.92423656303373,-0.7741782372578331,0.0699056959306896,0.22175619752311296,0.4358410529835468,-0.08969026029066969,1,-0.3446418580467284,False,True,False,False,False,False,False,False,False,False,False,False,False,True
19.00318898612213,72.9751947525749,-0.26535466847222805,0.8949867119894942,1.2861428279671148,1.3381555803409269,-0.4376641120488454,0,-1.6440874895593196,True,False,False,False,True,True,False,False,False,False,False,False,True,False
19.00448238424379,72.84498309854409,0.11853036147601069,0.9798081248553526,-1.1926399876959046,1.0605203411540407,-1.3075987414442847,1,-0.3446418580467284,False,True,False,True,False,False,True,False,False,True,False,False,True,False
18.99613653969086,72.93961228770874,0.4478403776055124,1.6044021650494011,-1.539569794606499,-0.11942942539022551,0.7802443691047696,0,0.6660380775741758,True,False,False,False,True,True,False,False,True,False,False,True,False,True
19.04634875023657,72.96923327022625,1.2098141113188412,-0.33106825579882293,-0.6904715900274366,-0.25824704498366857,1.476192072621121,1,-0.05587616215504149,True,False,False,True,False,True,False,False,False,True,False,True,True,False
19.1973196704158,72.85668636904595,1.4345033488203,-0.2154026927999251,-1.4336563168520142,1.6851996293245346,0.08429666558841817,0,1.2435694693575496,False,False,True,False,True,False,False,True,False,True,True,False,False,False
19.21300648542945,72.8673871500286,-0.1148109497546092,-0.18455854266688568,-1.5299384536897365,-1.5770144311213778,-0.7856379638070211,0,-0.20025901010088495,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19.207529968206558,72.94874336827077,-1.4095500622465442,1.6044021650494011,-0.2942850279725366,-1.5770144311213778,-0.26367718616975755,0,0.8104209255200193,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19.00666899083455,72.88692439347534,1.0434077940358168,-0.7011980573952961,-1.0471112706911656,-0.8135175233574409,0.08429666558841817,0,0.5216552296283323,True,False,False,True,False,True,False,False,False,True,False,False,False,True
19.014632286719092,72.92533073833447,-0.0643370523104229,1.3113827387855266,0.983675988883169,0.4358410529835468,-1.3075987414442847,0,-0.48902470599257186,True,False,False,False,False,False,False,False,True,False,False,False,True,False
19.123055246230248,72.8484608213214,0.17558981430118026,0.4708796476602021,0.2591637222464225,-1.1605615723410487,-0.26367718616975755,0,0.5216552296283323,True,False,False,False,False,False,False,True,False,True,False,False,True,False
19.14274718887637,72.94732640307485,0.34646573199170927,0.48630172272672184,-0.4957545491024614,-0.6746999037639978,0.4322705173465939,1,0.3772723816824889,False,True,False,False,True,False,False,False,False,True,True,False,True,False
19.17385803668669,72.84194512574743,0.596035337638068,-0.6240876820626975,-0.7507859442634441,-0.050020615593503966,-0.9596248896861089,0,0.08850668579080198,True,False,False,True,False,False,False,False,False,True,False,False,False,True
18.957671120724115,72.86252912272569,1.3655627791331697,-0.15371439253384625,0.20183239113331056,-1.4381968115279349,0.4322705173465939,1,1.3879523173033932,False,True,False,False,True,True,False,False,False,True,False,False,False,True
19.096365521727897,72.8944593722384,1.5804074074028913,-1.3257920975893445,-0.2429255212313576,-0.8829263331541625,0.7802443691047696,0,-0.3446418580467284,True,False,False,False,True,False,False,False,True,False,False,False,True,False
18.976515638755384,72.9734942276956,1.538935030836314,0.5557010605260606,-1.5457158299457272,0.36643224318682527,-0.26367718616975755,0,-1.6440874895593196,True,False,False,False,False,False,False,False,False,False,False,False,True,False
19.09278809864493,72.89222052296672,1.0863399999503236,1.396204151651385,0.5533115767596272,-0.3276558547803901,-0.6116510379279333,0,0.3772723816824889,True,False,False,False,True,False,False,False,False,True,False,False,False,True
19.096265749360924,72.91870693619842,1.362589679176924,1.3730710390516054,-0.0164568305489827,0.9911115313573191,-1.3075987414442847,0,-0.7777904018842587,True,False,False,True,False,True,False,False,False,False,False,False,True,False
19.207789547447543,72.92702549450986,-1.5446532347318218,1.3499379264518259,-0.7840027588150653,-1.1605615723410487,0.4322705173465939,0,1.67671801319508,True,False,False,False,False,False,True,False,False,False,False,False,True,False
19.184414346498603,72.86030871364187,1.2236327986203392,1.3190937763187864,-0.7374539525452615,-0.3276558547803901,1.3022051467420332,0,0.23288953373664545,True,False,False,True,False,False,True,False,False,False,True,False,False,True
18.978664108266585,72.94205181151447,-1.466359877813272,0.1778602213963276,-0.1782366715438574,-1.1605615723410487,0.08429666558841817,0,0.8104209255200193,False,False,False,True,False,False,False,False,False,True,False,True,False,True
19.005138829812136,72.89782781613887,0.8672556039814557,1.6198242401159209,1.1126403128303928,-1.0911527625443271,-1.3075987414442847,0,-1.0665560977759456,False,False,True,True,False,True,False,False,False,False,False,True,True,False
19.23847617990977,72.89212479660938,-1.1301369157608108,0.370636159727824,-0.2806436810743794,1.0605203411540407,0.9542312949838574,1,0.23288953373664545,False,False,True,True,False,False,False,True,False,True,False,False,True,False
19.043252523088995,72.96976265461478,-0.4696371307979867,-0.16913646760036596,1.1539294948083767,1.2687467705442053,-0.08969026029066969,1,0.6660380775741758,True,False,False,False,True,False,True,False,True,False,False,False,True,False
19.184692480576185,72.9446966653492,-1.0788194436507172,0.6636555859916986,-0.27440078516420563,-0.952335142950884,-0.26367718616975755,0,1.3879523173033932,False,True,False,False,False,False,False,False,False,False,False,False,True,False
18.988810347852738,72.9286409680455,-0.18101663165128543,-0.2693799555327441,1.1206330562668987,-1.0217439527476055,0.7802443691047696,0,1.5323351652492365,True,False,False,False,True,True,False,False,False,True,False,False,True,False
19.225148798724916,72.84164813881219,-0.29083349294981425,0.8410094492566752,1.4706117976595288,-0.39706466457711165,0.08429666558841817,0,-0.05587616215504149,False,True,False,False,False,False,True,False,False,True,False,False,False,False
18.98025102460417,72.96200272398657,-1.5501655996604602,-1.7344770868521169,-1.6668149818612517,1.6851996293245346,-0.08969026029066969,1,0.9548037734658628,True,False,False,False,True,False,True,False,False,True,False,False,False,False
19.161974512122693,72.8860194833514,1.159175529145654,-0.3233572182655631,-1.5232766985452733,0.9217027215605976,-0.7856379638070211,1,1.3879523173033932,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19.19381251490517,72.96932568947038,1.2412019676043506,-0.5007110815305398,-1.2760972563495772,0.5052498627802684,-0.7856379638070211,1,0.23288953373664545,False,False,False,True,False,False,True,False,False,True,False,False,True,False
18.936864782669197,72.90935099198232,1.010311457899185,-1.3720583227889036,-1.317078008050394,-1.2993791919344917,0.4322705173465939,0,-0.6334075539384153,True,False,False,True,False,False,False,False,False,False,False,False,False,False
18.95065076396824,72.88838703990325,1.2184177475217672,-1.0559057839252495,-0.17240480571869493,-1.715832050714821,0.7802443691047696,1,-0.7777904018842587,False,True,False,False,True,False,False,False,False,False,True,False,False,True
19.181078121237388,72.9504740685423,0.8834788143418831,1.6275352776491807,0.8937386559837618,-0.8135175233574409,0.4322705173465939,1,-0.7777904018842587,True,False,False,False,True,True,False,False,False,True,False,False,False,True
19.155053008525467,72.93028150311493,1.5296381080751782,0.18557125892958745,1.573240738371622,1.3381555803409269,-1.3075987414442847,0,-0.20025901010088495,True,False,False,True,False,True,False,False,False,False,False,True,False,False
18.911034752079026,72.95210203480215,0.27928273130194564,-1.5802563361869197,-0.2987933002711144,-0.3276558547803901,-1.4815856673233725,0,-1.2109389457217892,False,True,False,False,True,False,False,True,False,True,False,False,False,False
19.250873075114853,72.84821973817222,0.3009256573956156,-0.11515920486754697,0.6335265500126033,1.3381555803409269,-1.6555725932024603,1,-1.3553217936676327,True,False,False,False,True,False,False,True,False,True,False,False,False,False
19.16592492973797,72.88381849876087,1.2610204512271697,0.05448362086416988,0.45107785245047355,1.615790819527813,-0.26367718616975755,1,-1.6440874895593196,False,False,True,False,False,False,False,False,False,True,True,False,False,False
19.012921808382345,72.83110693846821,-0.5066704003179633,-0.4236007061979412,-0.38350886901492537,-1.22997038213777,-1.1336118155651969,0,0.08850668579080198,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19.189686122536628,72.91391314566373,-1.543172633575716,-1.0481947463919896,0.745950283843402,-0.6052910939672763,0.6062574432256818,1,-1.499704641613476,True,False,False,False,False,False,False,True,True,False,False,False,False,False
19.040114780629043,72.9661593012429,0.8799342523536431,-0.4930000439972799,0.3010670838067251,1.3381555803409269,0.6062574432256818,0,1.2435694693575496,True,False,False,False,True,False,False,True,False,False,False,False,False,True
19.23492423339015,72.9703181512656,-0.8350260385970105,0.44774653506042256,0.8796366017781739,1.615790819527813,1.1282182208629452,1,-0.20025901010088495,True,False,False,True,False,False,True,False,False,True,False,False,False,False
19.016889331876325,72.8846390573261,-0.07445477242989658,-1.7036329367190775,-1.0707274213923903,-0.7441087135607194,0.6062574432256818,0,-0.20025901010088495,False,True,False,True,False,False,True,False,False,True,False,False,True,False
18.955780732290403,72.8518744732187,-0.884021027285306,0.13159399619676845,-0.49686170831483906,-1.6464232409180994,-0.4376641120488454,0,-0.7777904018842587,True,False,False,True,False,False,False,True,False,False,False,False,False,True
19.086809497071894,72.92380766112579,1.147377774439582,1.4964476395837631,0.5740840054134472,-0.8829263331541625,-0.6116510379279333,0,-0.05587616215504149,True,False,False,True,False,False,True,False,False,True,False,False,True,False
19.207286333493624,72.92725511797738,1.6016918518151,1.1725840631868492,-1.3078375371792281,0.2276146235933822,-0.26367718616975755,0,-0.48902470599257186,False,True,False,False,False,False,False,True,False,False,False,False,False,True
19.18848877489921,72.91041688226444,-1.5260642810339673,0.8795646369229745,0.9156551945207225,0.15820581379666065,1.6501789985002089,1,-0.9221732498301023,True,False,False,False,False,False,True,False,False,True,False,False,False,True
19.128465292684044,72.91247726165494,-0.908496126047552,1.6583794277822201,-1.2780931949919054,-1.22997038213777,-0.4376641120488454,0,1.0991866214117063,False,True,False,False,True,True,False,False,False,True,True,False,False,True
19.127527701023325,72.89344019348883,-1.0601954819852162,1.7046456529817793,-0.6202199597564421,0.6440674823737115,-1.3075987414442847,0,-1.6440874895593196,False,False,False,True,False,False,True,False,False,True,False,False,False,True
19.13100606853734,72.90727553404211,0.6145114741803763,-0.5238441941303194,-0.9196002766218022,-0.11942942539022551,-1.6555725932024603,0,1.5323351652492365,True,False,False,False,True,True,False,False,False,False,False,False,True,False
19.188326222443862,72.91879729536032,-0.23220660458204814,-0.8014415453276742,-1.527632974576308,-1.2993791919344917,1.1282182208629452,0,0.08850668579080198,True,False,False,True,False,False,False,False,False,True,False,False,True,False
19.21562520826366,72.94246512479378,-0.13669392780343942,1.0260743500549119,-0.8055034621443392,0.15820581379666065,0.08429666558841817,0,1.67671801319508,True,False,False,True,False,False,True,False,False,True,True,False,False,False
18.99440385523253,72.93630550261818,-1.1726746315053296,1.5966911275161413,1.4016651396252595,-0.25824704498366857,0.9542312949838574,1,0.5216552296283323,False,False,True,False,True,True,False,False,False,True,True,False,True,False
