Latitude,Longitude,Timestamp,Weather,Road_Surface_Friction,Traffic_Density,HCV_Ratio,Road_Curvature,Lighting,Surface_Condition,Historical_Accident_Cause,News_Sentiment,Speed_Limit_Breaches,Rash_Driving_Incidents,Accident_Risk_Label
19.18374160121862,72.92890642951883,2023-08-18 04:44:28,Fine,0.45772650142239457,213,0.16555166818177122,Slight Curve,Night-Lit,Smooth,None,Negative (Accident Prone),18,3,0
19.21646574607584,72.8636981816271,2023-10-15 06:22:33,Fine,0.5255128055965193,136,0.25461528641318004,Straight,Night-Lit,Smooth,None,Neutral,26,0,0
19.194955563052467,72.98161383378562,2023-10-14 16:59:10,Fine,0.310045431272148,189,0.231703744238959,Slight Curve,Daylight,Smooth,None,Neutral,35,19,0
19.23091763007221,72.97005329339083,2023-03-11 11:32:35,Dust Storm,0.64674900308092,381,0.14282476202891606,Sharp Curve,Daylight,Severe Potholes,None,Positive (Safe),3,2,1
19.080996282159568,72.91189428259288,2023-04-10 08:18:14,Heavy Rain,0.7416400657560064,211,0.18908224070402907,Sharp Curve,Daylight,Severe Potholes,Speeding,Neutral,48,2,1
19.16263072141629,72.9505090922932,2023-09-15 14:16:24,Fine,0.7884298239064774,75,0.24055313070133377,Sharp Curve,Night-Unlit,Minor Potholes,None,Positive (Safe),25,11,1
19.195200511345686,72.87723313134764,2023-02-25 04:56:07,Heavy Rain,0.7152666744778815,183,0.25297352819405955,Slight Curve,Daylight,Smooth,None,Negative (Accident Prone),44,10,1
19.04432426713014,72.96950621878682,2023-12-24 21:39:44,Fine,0.3158881312119391,406,0.23611233257328346,Straight,Night-Lit,Smooth,Speeding,Neutral,2,4,1
19.03889756199656,72.9665596277492,2023-11-08 10:10:35,Fine,0.6259269840884047,164,0.34613762888052907,Sharp Curve,Daylight,Smooth,None,Neutral,35,12,0
19.12318228512234,72.87086618350294,2023-02-24 18:35:29,Fine,0.5478296231569348,230,0.061110763925557074,Straight,Night-Unlit,Smooth,None,Positive (Safe),6,11,0
19.236706418500482,72.93754648992912,2023-08-21 07:59:45,Fine,0.7689477466069576,448,0.16654428815442712,Sharp Curve,Daylight,Smooth,None,Negative (Accident Prone),9,1,1
18.96773514989056,72.86785436453195,2023-05-16 17:35:55,Fine,0.7510694323469926,411,0.3124417648463322,Sharp Curve,Night-Unlit,Smooth,None,Negative (Accident Prone),44,19,1
18.96677723951279,72.97026850239486,2023-03-17 23:52:23,Heavy Rain,0.7940230871911036,408,0.27812391110898627,Slight Curve,Night-Unlit,Smooth,None,Neutral,3,0,0
18.942540066151903,72.92617172822145,2023-10-10 19:51:07,Mist/Fog,0.7309671121308413,196,0.37139332021365135,Sharp Curve,Night-Unlit,Minor Potholes,None,Negative (Accident Prone),6,8,1
19.09782810064631,72.85340197631437,2023-12-19 11:51:47,Fine,0.5734460669285752,409,0.2558073600598247,Straight,Daylight,Minor Potholes,None,Negative (Accident Prone),21,2,0
19.085736405382114,72.88783861000977,2023-09-24 05:34:23,Fine,0.6574502577050528,480,0.2733528171724699,Straight,Daylight,Minor Potholes,None,Neutral,29,19,0
18.92604362263698,72.95493375131358,2023-11-05 17:00:56,Fine,0.78233861818327,264,0.2967315060429694,Sharp Curve,Night-Lit,Smooth,None,Positive (Safe),21,5,0
19.245398842427296,72.93818847058881,2023-10-10 20:42:09,Heavy Rain,0.5890583638832962,126,0.11517020969418482,Straight,Dusk,Smooth,None,Neutral,28,10,0
18.963942079829955,72.84027799183775,2023-06-20 19:12:13,Fine,0.7199895935061317,144,0.31363540411721275,Straight,Daylight,Smooth,None,Neutral,10,19,0
19.055208463989192,72.97045476086653,2023-03-07 19:17:23,Fine,0.77110493806103,494,0.15496137348935077,Straight,Night-Lit,Severe Potholes,None,Neutral,15,19,1
19.154911555375456,72.94807215654575,2023-06-30 21:18:20,Heavy Rain,0.585268845624397,267,0.19857541302297416,Straight,Dusk,Smooth,None,Negative (Accident Prone),43,10,0
19.133017784561584,72.8566644262649,2023-09-29 21:54:04,Fine,0.37957712304008845,412,0.054902275550415824,Straight,Night-Lit,Smooth,None,Positive (Safe),5,14,1
19.091676877860234,72.88501935108255,2023-10-07 07:31:26,Fine,0.3777816965701072,417,0.34524807587923523,Sharp Curve,Dusk,Smooth,Speeding,Negative (Accident Prone),36,5,1
19.180242005216957,72.96004483819392,2023-07-16 00:04:14,Fine,0.3576585870839799,101,0.38372251294394777,Straight,Night-Lit,Smooth,None,Negative (Accident Prone),12,7,0
19.044638239687863,72.84772877876509,2023-10-29 07:02:40,Fine,0.5381615901374701,323,0.07106683291467694,Straight,Daylight,Smooth,None,Negative (Accident Prone),32,8,1
18.95186197092231,72.88625168007147,2023-11-21 20:21:38,Fine,0.5400707891363772,493,0.27232006291953986,Sharp Curve,Dusk,Minor Potholes,None,Neutral,46,17,1
19.20948265095019,72.93525064832089,2023-08-15 06:15:01,Fine,0.6086855941856019,224,0.386272536655336,Slight Curve,Night-Unlit,Smooth,None,Neutral,7,5,0
19.20991931583744,72.87169679265077,2023-12-20 14:09:12,Fine,0.5414364070603732,362,0.26241527589093694,Straight,Night-Lit,Smooth,Speeding,Negative (Accident Prone),10,16,1
19.220490547795787,72.8880371991332,2023-06-07 07:17:46,Fine,0.7865275077420124,82,0.32928284551582626,Slight Curve,Daylight,Smooth,Blind Spot Collision,Positive (Safe),32,15,0
19.201017980095113,72.89034091721174,2023-07-10 15:11:44,Fine,0.4456554102994765,409,0.09134507469184111,Slight Curve,Daylight,Smooth,Speeding,Neutral,32,18,1
19.119869321035456,72.96502199874152,2023-06-23 17:01:02,Fine,0.736908312772327,465,0.13569742050185013,Sharp Curve,Dusk,Smooth,None,Neutral,43,15,0
19.02949818997896,72.92726050191115,2023-07-30 13:41:56,Fine,0.35016521380859733,181,0.1710071995724421,Slight Curve,Night-Lit,Smooth,None,Neutral,47,12,1
18.999863062148968,72.84046262020422,2023-02-12 21:39:39,Heavy Rain,0.6009588390183653,474,0.39340832737938264,Slight Curve,Daylight,Minor Potholes,None,Neutral,39,11,1
18.99474865871549,72.91669408281699,2023-03-18 14:44:01,Fine,0.6241626086797667,324,0.32362228962768763,Slight Curve,Night-Unlit,Smooth,Speeding,Positive (Safe),26,8,0
19.16555749498681,72.84393035814847,2023-12-12 09:04:54,Fine,0.6861150632882255,56,0.35998200432312405,Sharp Curve,Night-Lit,Smooth,None,Negative (Accident Prone),45,5,1
19.231112574411178,72.97563207641919,2023-10-10 15:32:19,Fine,0.5515111064726004,276,0.2204767468897716,Straight,Daylight,Smooth,Speeding,Neutral,38,3,1
18.946614481074516,72.9072855368227,2023-04-14 15:23:00,Fine,0.39861314351265126,304,0.30088187468168176,Sharp Curve,Daylight,Minor Potholes,None,Neutral,17,5,0
19.180372613015003,72.96952090173129,2023-01-07 10:09:59,Fine,0.48449880628172,331,0.3060477300036505,Sharp Curve,Night-Unlit,Minor Potholes,Speeding,Neutral,44,16,1
19.0443010799643,72.92423656303373,2023-10-16 09:37:37,Heavy Rain,0.4360807582478146,285,0.24912307129579214,Sharp Curve,Daylight,Minor Potholes,None,Positive (Safe),31,9,1
19.003188986122126,72.9751947525749,2023-12-21 00:02:26,Fine,0.5095527578176011,392,0.35728920274652776,Straight,Dusk,Minor Potholes,None,Neutral,44,7,0
19.00448238424379,72.84498309854409,2023-08-21 09:23:06,Heavy Rain,0.56498415385635,403,0.1053879290852961,Slight Curve,Night-Lit,Smooth,None,Neutral,40,2,1
18.99613653969086,72.93961228770874,2023-09-05 16:28:20,Fine,0.6125351456886247,484,0.07013189145279042,Straight,Dusk,Severe Potholes,Speeding,Positive (Safe),23,14,0
19.046348750236575,72.96923327022625,2023-05-10 11:58:49,Fine,0.7225609724583812,233,0.15641977349126596,Slight Curve,Dusk,Smooth,Speeding,Neutral,21,18,1
19.197319670415798,72.85668636904595,2023-10-05 20:03:15,Mist/Fog,0.7550051605301777,248,0.08089513370848968,Straight,Night-Unlit,Smooth,Potholes,Negative (Accident Prone),49,10,0
19.21300648542945,72.8673871500286,2023-12-23 10:27:48,Fine,0.5312906424506839,252,0.07111065692940569,Sharp Curve,Dusk,Minor Potholes,None,Neutral,2,5,0
19.207529968206554,72.94874336827077,2023-05-19 17:11:14,Fine,0.34433571867812696,484,0.19668142891281998,Sharp Curve,Dusk,Minor Potholes,None,Neutral,2,8,0
19.00666899083455,72.88692439347534,2023-04-26 15:47:43,Fine,0.6985325948008603,185,0.12017698964200864,Slight Curve,Dusk,Smooth,Blind Spot Collision,Positive (Safe),13,10,0
19.014632286719095,72.92533073833447,2023-04-14 08:11:24,Fine,0.538578862570195,446,0.32655162399453325,Sharp Curve,Daylight,Severe Potholes,None,Neutral,31,2,0
19.123055246230248,72.8484608213214,2023-01-07 15:49:03,Fine,0.5732233006856305,337,0.2529245350879296,Sharp Curve,Night-Unlit,Smooth,None,Neutral,8,8,0
19.142747188876374,72.94732640307485,2023-04-27 14:47:39,Heavy Rain,0.5978970699864692,339,0.17620749765274224,Straight,Daylight,Smooth,Potholes,Neutral,15,12,1
19.173858036686692,72.84194512574743,2023-04-13 12:20:56,Fine,0.6339338793709951,195,0.1502904496327571,Slight Curve,Daylight,Smooth,None,Positive (Safe),24,4,0
18.957671120724115,72.86252912272569,2023-05-18 21:35:51,Heavy Rain,0.7450504300162539,256,0.2470983549010931,Straight,Dusk,Smooth,None,Positive (Safe),4,12,1
19.096365521727897,72.8944593722384,2023-06-19 09:18:07,Fine,0.7760730976050956,104,0.2019007345659677,Straight,Daylight,Severe Potholes,None,Neutral,12,14,0
18.976515638755384,72.9734942276956,2023-01-24 00:40:45,Fine,0.7700846595291434,348,0.06950731308306167,Sharp Curve,Daylight,Minor Potholes,None,Neutral,30,8,0
19.092788098644935,72.89222052296672,2023-07-09 14:50:29,Fine,0.7047318261415172,457,0.28281671391392166,Straight,Daylight,Smooth,None,Positive (Safe),20,6,0
19.096265749360924,72.91870693619842,2023-07-24 06:48:30,Fine,0.7446211267919014,454,0.22491515570315102,Slight Curve,Dusk,Minor Potholes,None,Neutral,39,2,0
19.207789547447543,72.92702549450986,2023-03-10 23:40:45,Fine,0.32482738447417897,451,0.14691485825797015,Sharp Curve,Night-Lit,Minor Potholes,None,Neutral,8,12,0
19.184414346498603,72.86030871364187,2023-10-31 13:29:36,Fine,0.7245563332273288,447,0.1516452862376546,Slight Curve,Night-Lit,Minor Potholes,Potholes,Positive (Safe),20,17,0
18.978664108266585,72.94205181151447,2023-12-20 17:20:51,Dust Storm,0.33613261842701225,299,0.20847460764794756,Slight Curve,Daylight,Smooth,Speeding,Positive (Safe),8,10,0
19.005138829812136,72.89782781613887,2023-02-28 04:45:42,Mist/Fog,0.6730969537931533,486,0.3396573617194722,Slight Curve,Dusk,Minor Potholes,Speeding,Neutral,9,2,0
19.23847617990977,72.89212479660938,2023-02-28 13:18:49,Mist/Fog,0.3846818107968324,324,0.1980677031101345,Slight Curve,Night-Unlit,Smooth,None,Neutral,40,15,1
19.043252523088995,72.96976265461478,2023-03-11 16:33:35,Fine,0.48005522290597213,254,0.3438532910534032,Straight,Night-Lit,Severe Potholes,None,Neutral,43,9,1
19.184692480576185,72.9446966653492,2023-01-16 21:35:16,Heavy Rain,0.39209183957713056,362,0.19870212473883486,Sharp Curve,Daylight,Minor Potholes,None,Neutral,11,8,0
18.988810347852738,72.9286409680455,2023-12-15 22:24:03,Fine,0.5217308183186387,241,0.3404696080522211,Straight,Dusk,Smooth,None,Neutral,10,14,0
19.225148798724913,72.84164813881219,2023-02-19 11:26:00,Heavy Rain,0.50587372190831,385,0.3760354874645235,Sharp Curve,Night-Lit,Smooth,None,Negative (Accident Prone),19,10,0
18.98025102460417,72.96200272398657,2023-01-01 18:16:23,Fine,0.3240314219863719,51,0.057200857505727794,Straight,Night-Lit,Smooth,None,Negative (Accident Prone),49,9,1
19.161974512122693,72.8860194833514,2023-03-12 21:34:54,Fine,0.7152489725513749,234,0.07178764427783563,Sharp Curve,Dusk,Minor Potholes,None,Neutral,38,5,1
19.193812514905172,72.96932568947038,2023-05-01 13:57:01,Dust Storm,0.7270932478972125,211,0.09690675351101558,Slight Curve,Night-Lit,Smooth,None,Neutral,32,5,1
18.936864782669193,72.90935099198232,2023-04-11 07:48:37,Fine,0.6937536220024978,98,0.09274216777813067,Slight Curve,Daylight,Minor Potholes,None,Negative (Accident Prone),6,12,0
18.95065076396824,72.88838703990325,2023-08-19 06:15:39,Heavy Rain,0.7238033016156344,139,0.20906725917832658,Straight,Daylight,Minor Potholes,Potholes,Positive (Safe),0,14,1
19.181078121237388,72.9504740685423,2023-12-23 06:51:43,Fine,0.6754395176556462,487,0.3174119250407162,Straight,Dusk,Smooth,None,Positive (Safe),13,12,1
19.155053008525467,72.93028150311493,2023-01-11 10:54:21,Fine,0.7687422226865719,300,0.3864649453083178,Slight Curve,Dusk,Minor Potholes,Speeding,Negative (Accident Prone),44,2,0
18.911034752079026,72.95210203480215,2023-07-22 03:41:19,Heavy Rain,0.5881961250999026,71,0.19622328488872576,Straight,Night-Unlit,Smooth,None,Negative (Accident Prone),20,1,0
19.250873075114853,72.84821973817222,2023-07-18 02:22:27,Fine,0.591321273293093,261,0.2909683977974173,Straight,Night-Unlit,Smooth,None,Negative (Accident Prone),44,0,1
19.16592492973797,72.88381849876087,2023-04-09 00:22:30,Mist/Fog,0.7299549542125957,283,0.27242741913509744,Sharp Curve,Daylight,Smooth,Potholes,Negative (Accident Prone),48,8,1
19.012921808382345,72.83110693846821,2023-06-15 12:42:56,Fine,0.47470777335929837,221,0.18761423712114483,Sharp Curve,Dusk,Minor Potholes,None,Neutral,7,3,0
19.189686122536628,72.91391314566373,2023-04-08 01:34:05,Fine,0.3250411771012855,140,0.3023932316161698,Sharp Curve,Night-Unlit,Severe Potholes,None,Negative (Accident Prone),16,13,1
19.040114780629043,72.9661593012429,2023-10-17 20:11:26,Fine,0.6749276976990813,212,0.257182879175612,Straight,Night-Unlit,Minor Potholes,None,Positive (Safe),44,13,0
19.23492423339015,72.9703181512656,2023-03-25 10:59:55,Fine,0.4272945897051813,334,0.31597883239815766,Slight Curve,Night-Lit,Smooth,None,Negative (Accident Prone),48,16,1
19.016889331876325,72.8846390573261,2023-08-23 10:28:59,Heavy Rain,0.5371179060149801,55,0.1177770462492177,Slight Curve,Night-Lit,Smooth,None,Neutral,14,13,0
18.955780732290403,72.8518744732187,2023-08-03 06:55:33,Fine,0.4202199178372496,293,0.1760949848444472,Slight Curve,Night-Unlit,Minor Potholes,None,Positive (Safe),1,7,0
19.086809497071894,72.92380766112579,2023-11-15 11:59:21,Fine,0.7135454260140992,470,0.2849276698241653,Slight Curve,Night-Lit,Smooth,None,Neutral,12,6,0
19.207286333493624,72.92725511797738,2023-06-13 08:14:18,Heavy Rain,0.7791464825397385,428,0.09368121187952105,Sharp Curve,Night-Unlit,Minor Potholes,None,Positive (Safe),28,8,0
19.188488774899206,72.91041688226444,2023-08-20 05:22:04,Fine,0.3275115518002939,390,0.31963914879619043,Sharp Curve,Night-Lit,Smooth,None,Positive (Safe),27,19,1
19.128465292684044,72.91247726165494,2023-07-02 19:30:52,Heavy Rain,0.41668581573183416,491,0.09670392029667532,Straight,Dusk,Smooth,Potholes,Positive (Safe),7,7,0
19.127527701023325,72.89344019348883,2023-04-23 00:08:47,Dust Storm,0.39478106190765505,497,0.1635589528619717,Slight Curve,Night-Lit,Smooth,None,Positive (Safe),34,2,0
19.13100606853734,72.90727553404211,2023-04-27 22:04:29,Fine,0.6366017563707332,208,0.13313503566722723,Straight,Dusk,Minor Potholes,None,Neutral,23,0,0
19.188326222443866,72.91879729536032,2023-03-01 12:07:34,Fine,0.5143391998876711,172,0.07134494656599752,Slight Curve,Daylight,Smooth,None,Neutral,6,16,0
19.21562520826366,72.94246512479378,2023-12-07 23:05:03,Fine,0.5281308317571137,409,0.1447298929116585,Slight Curve,Night-Lit,Smooth,Potholes,Negative (Accident Prone),27,10,0
18.994403855232534,72.93630550261818,2023-10-08 15:17:16,Mist/Fog,0.3785395421901715,483,0.3690289232493071,Straight,Dusk,Smooth,Potholes,Neutral,21,15,1
19.213311381817476,72.9508945038071,2023-02-09 10:22:16,Fine,0.5073673207648978,237,0.059425026432071856,Sharp Curve,Night-Unlit,Smooth,None,Negative (Accident Prone),25,5,1
18.965071672422543,72.87232241405007,2023-03-01 22:36:14,Mist/Fog,0.4516141403116912,63,0.05589012574902039,Straight,Daylight,Severe Potholes,None,Negative (Accident Prone),16,1,1
19.09086946200236,72.9182168810427,2023-01-16 01:36:15,Fine,0.6055954573353393,119,0.2964933967700351,Straight,Night-Lit,Smooth,Speeding,Positive (Safe),37,8,0
18.96521770439183,72.8474203948507,2023-07-23 23:38:30,Heavy Rain,0.40861911436838066,188,0.17840447024190215,Slight Curve,Night-Unlit,Smooth,None,Positive (Safe),5,10,0
19.085531105583726,72.83739562824523,2023-03-02 15:47:11,Heavy Rain,0.6074056705630237,460,0.13040937760618856,Sharp Curve,Night-Unlit,Smooth,Speeding,Neutral,10,4,1
19.067994468560325,72.87676404926383,2023-10-20 04:47:53,Dust Storm,0.4888725959294625,407,0.22810525292496597,Straight,Night-Lit,Smooth,Potholes,Negative (Accident Prone),37,17,1
19.194195984912287,72.88459704851049,2023-05-09 02:02:53,Fine,0.4731472810141982,374,0.14333643793270945,Sharp Curve,Night-Lit,Smooth,None,Negative (Accident Prone),1,10,0
19.118466345421563,72.85639471780262,2023-06-18 12:19:36,Fine,0.4527783170805068,128,0.18720627288648672,Sharp Curve,Dusk,Smooth,Potholes,Neutral,31,12,1
19.117672426365306,72.84994477336764,2023-02-17 01:45:33,Fine,0.6369167470129149,343,0.3003677360425831,Sharp Curve,Dusk,Minor Potholes,None,Positive (Safe),25,10,0
18.946313092919294,72.92071079434957,2023-08-07 06:33:01,Fine,0.5812092027164879,367,0.09091747256906382,Sharp Curve,Daylight,Smooth,Potholes,Negative (Accident Prone),30,5,0
19.211762174553353,72.84151331257809,2023-01-22 01:40:07,Fine,0.7258608500010708,486,0.3858796727864398,Slight Curve,Night-Lit,Minor Potholes,None,Neutral,31,15,0
19.102324287300668,72.97145310906245,2023-07-15 11:45:10,Dust Storm,0.42080508878769496,129,0.06488503949416878,Slight Curve,Daylight,Severe Potholes,None,Positive (Safe),34,18,1
19.11322638290228,72.97236911033956,2023-03-30 15:19:39,Heavy Rain,0.32005978970562277,195,0.33228807436487995,Slight Curve,Dusk,Severe Potholes,Potholes,Negative (Accident Prone),1,13,1
18.960906231168565,72.90643141040518,2023-05-16 23:09:54,Fine,0.391011740918955,422,0.30360691788299365,Slight Curve,Night-Lit,Smooth,None,Negative (Accident Prone),2,8,0
19.092848674178278,72.87364279095559,2023-03-02 05:49:14,Mist/Fog,0.4716781821644382,274,0.14873135199465068,Slight Curve,Night-Unlit,Severe Potholes,Speeding,Positive (Safe),32,12,1
19.158076051739805,72.83769337564223,2023-11-25 16:39:09,Fine,0.3898274951542593,276,0.09141299804328995,Straight,Daylight,Minor Potholes,Speeding,Positive (Safe),6,13,1
19.132437211861753,72.83296669219817,2023-08-25 01:50:10,Fine,0.34175533875318004,431,0.34833122836798697,Sharp Curve,Night-Lit,Smooth,None,Negative (Accident Prone),20,3,0
19.1001384695419,72.84741530661019,2023-01-28 07:56:26,Heavy Rain,0.5226692365847843,229,0.2878640692459268,Slight Curve,Night-Unlit,Minor Potholes,None,Neutral,47,2,0
19.001540701252356,72.97988234714866,2023-04-29 14:07:50,Dust Storm,0.6384668318762197,73,0.15180842823723925,Sharp Curve,Dusk,Smooth,None,Negative (Accident Prone),24,1,1
19.23273677578542,72.98403664086518,2023-06-14 11:27:40,Fine,0.6757853834769887,148,0.055925210084595695,Slight Curve,Night-Unlit,Smooth,None,Negative (Accident Prone),15,16,0
19.232888043166483,72.97581744503229,2023-02-23 23:46:03,Heavy Rain,0.49936366235930174,440,0.37847161982881616,Slight Curve,Daylight,Minor Potholes,None,Positive (Safe),22,5,1
19.092634397257623,72.96726138908619,2023-05-11 08:57:13,Heavy Rain,0.5390222972735241,319,0.19148860826098668,Straight,Night-Lit,Minor Potholes,None,Neutral,16,1,0
19.158919342696727,72.88596170335947,2023-07-22 10:39:02,Fine,0.6777352466874003,483,0.11169339644625395,Sharp Curve,Night-Unlit,Minor Potholes,Potholes,Neutral,32,11,1
